,PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,passengerGroup,groupsize,deck,cabin_num,Side,last_name,first_name
910,1895_01,Mars,False,TRAPPIST-1e,27.0,False,39.0,0.0,378.0,240.0,652.0,1895,1,F,363,S,Wate,Ocoats
911,1896_01,Europa,False,TRAPPIST-1e,31.0,False,0.0,891.0,0.0,3748.0,12.0,1896,1,E,143,S,,
912,1900_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,106.0,1126.0,0.0,60.0,1900,1,F,380,P,,
913,1904_01,Europa,False,55 Cancri e,31.0,False,19.0,607.0,0.0,,2756.0,1904,1,A,15,P,Scerodbox,Sceleon
914,1909_01,Europa,True,PSO J318.5-22,41.0,False,0.0,0.0,0.0,0.0,0.0,1909,3,C,64,P,Prighty,Prope
915,1909_02,Europa,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,1909,3,C,64,P,Prighty,Acruxa
916,1909_03,Europa,False,TRAPPIST-1e,27.0,False,0.0,2588.0,0.0,22.0,2149.0,1909,3,C,64,P,Prighty,Beide
917,1910_01,Mars,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,1910,4,F,365,S,Cort,Fow
918,1910_02,Mars,False,55 Cancri e,28.0,False,3529.0,0.0,65.0,3.0,59.0,1910,4,F,365,S,Cort,Erfros
919,1910_03,Mars,False,TRAPPIST-1e,51.0,False,311.0,0.0,338.0,741.0,0.0,1910,4,F,365,S,Cort,Cakers
920,1910_04,Mars,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,,0.0,1910,4,F,365,S,Cort,Gon
921,1912_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,35.0,4661.0,1641.0,0.0,1912,1,G,310,P,Beckeetter,Ruthy
922,1913_01,Mars,False,,,False,261.0,0.0,2338.0,0.0,0.0,1913,3,F,381,P,Bra,Stray
923,1913_02,Mars,True,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,1913,3,F,381,P,Ane,Corse
924,1913_03,Mars,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,1913,3,F,381,P,Ane,Aark
925,1914_01,Earth,True,PSO J318.5-22,32.0,False,0.0,0.0,0.0,,0.0,1914,1,G,301,S,Kimpson,Isaacy
926,1917_01,Earth,False,PSO J318.5-22,28.0,False,0.0,547.0,0.0,10.0,0.0,1917,1,F,366,S,Craftstens,Shawne
927,1919_01,Earth,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,1919,1,G,302,S,Corman,Samie
928,1921_01,Mars,False,PSO J318.5-22,35.0,False,809.0,0.0,830.0,0.0,0.0,1921,2,F,382,P,Erry,Ney
929,1921_02,Mars,False,TRAPPIST-1e,33.0,True,1651.0,0.0,14.0,245.0,0.0,1921,2,F,382,P,Erry,Sinkes
930,1924_01,Earth,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,1924,1,G,311,P,Greeves,Jordy
931,1929_01,Earth,False,TRAPPIST-1e,26.0,False,407.0,191.0,53.0,0.0,133.0,1929,1,G,306,S,Mcfaddoxter,Dannie
932,1930_01,Earth,False,55 Cancri e,25.0,False,599.0,0.0,1.0,0.0,0.0,1930,1,F,383,P,Acobsond,Karie
933,1932_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,145.0,1961.0,1932,1,F,367,S,Puckley,Antone
934,1934_01,Earth,False,TRAPPIST-1e,23.0,False,2.0,,689.0,827.0,0.0,1934,1,F,384,P,Stenson,Shelle
935,1936_01,Mars,False,TRAPPIST-1e,45.0,False,1285.0,4.0,7.0,1.0,0.0,1936,1,E,119,P,Icake,Hamsp
936,1943_01,Earth,False,55 Cancri e,50.0,False,21.0,1.0,0.0,185.0,530.0,1943,1,F,371,S,Boyersons,Paulie
937,1944_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,666.0,221.0,1.0,1944,1,G,308,S,Whiters,Candy
938,1948_01,Europa,False,TRAPPIST-1e,54.0,False,0.0,225.0,129.0,,12226.0,1948,2,B,80,S,Waring,Meron
939,1948_02,Europa,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,1948,2,B,80,S,Waring,Alhail
940,1949_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,317.0,632.0,0.0,1949,1,F,373,S,Smalls,Sterry
941,1951_01,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,1951,2,D,67,S,Extraly,Dhenah
942,1951_02,Europa,False,55 Cancri e,28.0,False,1.0,1656.0,140.0,4160.0,430.0,1951,2,D,67,S,Extraly,Weiaham
943,1954_01,Mars,False,55 Cancri e,39.0,False,27.0,0.0,81.0,974.0,0.0,1954,1,F,388,P,Porki,Sher
944,1955_01,Earth,False,TRAPPIST-1e,20.0,False,9.0,52.0,1.0,638.0,105.0,1955,1,F,389,P,Perkinson,Kennie
945,1958_01,Earth,False,TRAPPIST-1e,30.0,False,1624.0,0.0,0.0,600.0,105.0,1958,1,G,314,P,Brensonsen,Naomie
946,1965_01,Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,1965,1,G,317,P,Ramoran,Racyle
947,1966_01,Europa,False,55 Cancri e,36.0,False,0.0,1427.0,0.0,1311.0,84.0,1966,1,B,81,S,Folhal,Alphain
948,1970_01,Earth,False,TRAPPIST-1e,33.0,False,1844.0,213.0,131.0,439.0,0.0,1970,1,F,392,P,Parsoney,Eulahy
949,1972_01,Mars,False,TRAPPIST-1e,30.0,False,143.0,0.0,906.0,0.0,0.0,1972,1,E,123,P,Hac,Wer
950,1982_01,Earth,False,TRAPPIST-1e,25.0,False,102.0,0.0,257.0,1260.0,0.0,1982,1,E,145,S,Jacostaney,Glendy
951,1986_01,Mars,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,1986,1,F,377,S,Monie,Toate
952,1987_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,901.0,7.0,0.0,0.0,1987,1,G,313,S,Bardinard,Searla
953,1989_01,Earth,True,55 Cancri e,51.0,False,0.0,0.0,0.0,0.0,0.0,1989,1,G,322,P,Mullon,Paulas
954,1990_01,Mars,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,1990,2,F,395,P,Blake,Cers
955,1990_02,Mars,True,55 Cancri e,55.0,False,0.0,0.0,0.0,0.0,0.0,1990,2,F,395,P,Blake,Unchal
956,1998_01,Earth,False,PSO J318.5-22,24.0,False,85.0,225.0,11.0,53.0,835.0,1998,1,F,382,S,Hendrewsons,Gerte
957,2002_01,Mars,True,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,2002,1,F,384,S,Creke,Craird
958,2004_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,2004,1,E,147,S,Pashe,Yapich
959,2005_01,Earth,False,TRAPPIST-1e,44.0,False,40.0,117.0,0.0,214.0,387.0,2005,2,F,385,S,Ericksonga,Janita
960,2005_02,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,2005,2,G,316,S,Ericksonga,Sanya
961,2008_01,Earth,False,,15.0,False,262.0,0.0,0.0,391.0,151.0,2008,1,F,397,P,Petton,Jasony
962,2014_01,Europa,True,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,2014,1,E,148,S,Switmorary,Hadalm
963,2016_01,Mars,True,,24.0,False,0.0,0.0,0.0,0.0,0.0,2016,2,F,388,S,Barte,Graisp
964,2016_02,Mars,False,TRAPPIST-1e,47.0,False,878.0,824.0,1.0,389.0,0.0,2016,2,F,388,S,Barte,Cups
965,2017_01,Mars,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,2017,2,E,149,S,Creke,Panbug
966,2017_02,Mars,False,TRAPPIST-1e,,False,664.0,126.0,40.0,11.0,1068.0,2017,2,F,389,S,Creke,Spil
967,2018_01,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,2018,1,G,319,S,Franey,Thony
968,2020_01,Europa,False,TRAPPIST-1e,30.0,False,0.0,2052.0,4.0,465.0,117.0,2020,1,C,77,S,Swinvul,Minchib
969,2021_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,2021,1,G,320,S,Flynnis,Andace
970,2023_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,634.0,0.0,87.0,2023,3,G,321,S,Stantiagord,Bethy
971,2023_02,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,2023,3,G,321,S,Stantiagord,Elenna
972,2023_03,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,2023,3,G,321,S,Stantiagord,Monah
973,2025_01,Europa,False,55 Cancri e,42.0,True,0.0,305.0,0.0,327.0,7046.0,2025,1,B,84,S,Stiviorad,Alteron
974,2030_01,Earth,False,TRAPPIST-1e,22.0,False,286.0,1217.0,0.0,0.0,10.0,2030,1,F,401,P,Trerady,Lulard
975,2031_01,Earth,False,TRAPPIST-1e,21.0,False,208.0,78.0,0.0,0.0,424.0,2031,1,G,325,P,Huntt,Ermank
976,2033_01,Earth,False,55 Cancri e,28.0,False,637.0,11.0,1.0,0.0,52.0,2033,1,F,392,S,Mcneiley,Briam
977,2035_01,Mars,False,TRAPPIST-1e,35.0,False,904.0,688.0,112.0,994.0,0.0,2035,2,D,64,P,,
978,2035_02,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,2035,2,F,403,P,Backe,Donch
979,2036_01,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,2036,3,G,326,P,Jacostanley,Sylvin
980,2036_02,Earth,False,TRAPPIST-1e,30.0,False,0.0,,724.0,0.0,0.0,2036,3,G,326,P,Barkeretton,Justie
981,2036_03,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,2036,3,G,326,P,Jacostanley,Celis
982,2037_01,Europa,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,2037,2,B,61,P,Laturive,Solaron
983,2037_02,Europa,False,TRAPPIST-1e,15.0,False,0.0,411.0,0.0,1757.0,4411.0,2037,2,B,61,P,Laturive,Rassias
984,2039_01,Mars,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,2039,3,F,405,P,Jaff,Apple
985,2039_02,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,2039,3,F,405,P,Jaff,Callix
986,2039_03,Mars,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,2039,3,F,405,P,Balle,Beres
987,2047_01,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,2047,1,G,325,S,Jenkinnedy,Raulia
988,2048_01,Earth,False,55 Cancri e,21.0,False,0.0,722.0,0.0,0.0,0.0,2048,1,F,406,P,Morrencis,Enry
989,2049_01,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,2049,1,G,326,S,Edwartizman,Kirky
990,2050_01,Earth,False,TRAPPIST-1e,24.0,False,130.0,5.0,0.0,283.0,302.0,2050,1,G,329,P,Peter,Harlen
991,2057_01,,True,PSO J318.5-22,6.0,False,0.0,,0.0,0.0,0.0,2057,5,G,332,P,Carley,Carold
992,2057_02,Earth,False,PSO J318.5-22,9.0,False,0.0,0.0,0.0,0.0,0.0,2057,5,G,332,P,Lewinton,Kenny
993,2057_03,Earth,False,TRAPPIST-1e,21.0,False,308.0,367.0,1.0,0.0,108.0,2057,5,G,332,P,Gordanieves,Nelley
994,2057_04,Earth,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,2057,5,G,332,P,Lewinton,Agnesa
995,2057_05,,False,TRAPPIST-1e,20.0,False,0.0,0.0,715.0,7.0,1.0,2057,5,F,408,P,Lewinton,Leahy
996,2058_01,Mars,False,55 Cancri e,27.0,False,1226.0,194.0,92.0,18.0,0.0,2058,1,F,397,S,Gelte,Smal
997,2064_01,Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,2064,1,F,409,P,Terry,Mos
998,2068_01,Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,2068,5,C,71,P,Ingent,Izarino
999,2068_02,Europa,False,55 Cancri e,53.0,False,0.0,4829.0,0.0,7.0,350.0,2068,5,C,71,P,Ingent,Wimps
1000,2068_03,Europa,False,TRAPPIST-1e,41.0,False,1.0,2852.0,0.0,67.0,59.0,2068,5,C,71,P,Ingent,Gimph
1001,2068_04,Europa,False,55 Cancri e,32.0,False,0.0,5950.0,462.0,4257.0,71.0,2068,5,C,71,P,Disheract,Diphah
1002,2068_05,Europa,False,TRAPPIST-1e,27.0,False,0.0,5931.0,0.0,110.0,1125.0,2068,5,C,71,P,Ingent,Geonev
1003,2069_01,Earth,False,TRAPPIST-1e,31.0,False,767.0,0.0,8.0,3.0,0.0,2069,1,F,399,S,Willangsey,Hilley
1004,2072_01,Earth,False,TRAPPIST-1e,20.0,False,,0.0,0.0,449.0,86.0,2072,2,E,152,S,Brooke,Evenna
1005,2072_02,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,82.0,590.0,0.0,2072,2,F,400,S,Brooke,Thel
1006,2076_01,Mars,True,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,2076,1,F,403,S,Hast,Varz
1007,2077_01,Earth,False,TRAPPIST-1e,35.0,False,,0.0,43.0,1.0,880.0,2077,1,F,404,S,Castron,Jeroy
1008,2078_01,Mars,True,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,2078,1,F,405,S,Biane,Crios
1009,2079_01,Earth,False,55 Cancri e,22.0,False,240.0,1974.0,0.0,0.0,152.0,2079,3,G,330,S,Pierry,Evenna
1010,2079_02,Earth,False,TRAPPIST-1e,46.0,False,258.0,57.0,0.0,0.0,654.0,2079,3,F,406,S,Pierry,Verney
1011,2079_03,Earth,False,TRAPPIST-1e,16.0,False,32.0,9.0,0.0,0.0,1408.0,2079,3,F,406,S,Pierry,Phia
1012,2093_01,Earth,False,TRAPPIST-1e,14.0,False,425.0,0.0,295.0,0.0,50.0,2093,1,G,336,P,Meadoney,Ronna
1013,2098_01,,False,TRAPPIST-1e,13.0,False,51.0,0.0,0.0,,0.0,2098,1,G,332,S,Monroellynn,Blance
1014,2101_01,Earth,True,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,2101,2,G,337,P,Carley,Hellia
1015,2101_02,Earth,False,TRAPPIST-1e,15.0,False,0.0,939.0,10.0,0.0,0.0,2101,2,F,416,P,Carley,Yolas
1016,2103_01,Earth,False,TRAPPIST-1e,32.0,False,0.0,126.0,692.0,0.0,1055.0,2103,1,G,333,S,Yatters,Ren
1017,2108_01,Europa,False,55 Cancri e,26.0,False,399.0,5722.0,0.0,39.0,3155.0,2108,2,C,73,P,Goortedant,Izarino
1018,2108_02,Europa,False,TRAPPIST-1e,42.0,False,0.0,1311.0,0.0,63.0,954.0,2108,2,C,73,P,Goortedant,Tabdhib
1019,2109_01,Earth,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,2109,1,G,337,S,Hestes,Heila
1020,2113_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,2113,1,,,,Rothewson,Julin
1021,2119_01,Earth,False,TRAPPIST-1e,35.0,False,344.0,530.0,0.0,1.0,9.0,2119,2,G,340,S,Masquez,Etha
1022,2119_02,Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,2119,2,G,340,S,Masquez,Fanna
1023,2122_01,Earth,False,PSO J318.5-22,24.0,False,0.0,618.0,,,0.0,2122,1,E,154,S,Wolfaddox,Mollen
1024,2132_01,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,2132,1,G,342,S,Wartyson,Johna
1025,2146_01,Europa,False,TRAPPIST-1e,37.0,False,210.0,4618.0,0.0,17.0,492.0,2146,2,B,62,P,Persoffly,Atrino
1026,2146_02,Europa,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,2146,2,B,62,P,Persoffly,Hassias
1027,2151_01,Earth,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,2151,1,G,346,S,Ballocks,Brina
1028,2155_01,Earth,False,TRAPPIST-1e,35.0,False,0.0,445.0,451.0,3.0,0.0,2155,1,F,427,P,Ryanga,Rice
1029,2157_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,872.0,2157,1,F,422,S,Daughessey,Min
1030,2160_01,Mars,False,TRAPPIST-1e,26.0,False,1775.0,0.0,28.0,0.0,796.0,2160,3,,,,Anate,Meal
1031,2160_02,Mars,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,2160,3,F,428,P,Anate,Alex
1032,2160_03,Mars,True,TRAPPIST-1e,8.0,False,0.0,,0.0,0.0,0.0,2160,3,F,428,P,Anate,Mark
1033,2165_01,Earth,False,TRAPPIST-1e,44.0,,0.0,74.0,,0.0,0.0,2165,1,F,426,S,Casez,Clarry
1034,2166_01,Earth,False,TRAPPIST-1e,20.0,False,152.0,770.0,0.0,0.0,26.0,2166,1,F,430,P,Braymon,Verly
1035,2169_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,147.0,872.0,2169,1,G,350,P,Gaineyerson,Evaley
1036,2170_01,Earth,False,TRAPPIST-1e,31.0,False,0.0,46.0,29.0,84.0,617.0,2170,1,F,432,P,Josey,Marix
1037,2174_01,Earth,False,55 Cancri e,16.0,False,0.0,1.0,0.0,19.0,878.0,2174,1,F,434,P,Castannison,Karlie
1038,2176_01,Earth,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,2176,1,G,353,P,Dotsonton,Dia
1039,2178_01,Earth,False,TRAPPIST-1e,22.0,False,11.0,399.0,79.0,0.0,297.0,2178,1,G,349,S,Dotsonton,Enry
1040,2181_01,Earth,False,TRAPPIST-1e,39.0,False,0.0,,0.0,593.0,21.0,2181,1,F,436,P,Buckentry,Josey
1041,2184_01,Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,2184,2,C,81,S,,
1042,2184_02,Europa,,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,2184,2,C,81,S,Coilling,Ankabit
1043,2185_01,Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,2185,1,C,82,S,Catimod,Dirius
1044,2192_01,Earth,False,PSO J318.5-22,24.0,False,286.0,31.0,208.0,207.0,39.0,2192,1,G,351,S,Estein,Verly
1045,2197_01,Earth,False,55 Cancri e,53.0,False,13.0,522.0,0.0,137.0,1.0,2197,1,G,353,S,Hermanapp,Helean
1046,2199_01,Earth,False,55 Cancri e,19.0,,0.0,5.0,573.0,124.0,0.0,2199,1,,,,Mandez,Haryn
1047,2208_01,Mars,False,TRAPPIST-1e,24.0,False,693.0,0.0,727.0,0.0,2.0,2208,1,F,444,P,Babre,Volath
1048,2213_01,Mars,False,TRAPPIST-1e,31.0,False,1423.0,0.0,686.0,0.0,0.0,2213,1,E,131,P,Panad,Eloos
1049,2214_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,674.0,0.0,951.0,0.0,2214,1,E,132,P,Marson,Therie
1050,2216_01,Earth,False,PSO J318.5-22,57.0,False,0.0,545.0,0.0,0.0,0.0,2216,1,F,446,P,Guezaley,Felice
1051,2217_01,Europa,False,TRAPPIST-1e,26.0,False,132.0,2576.0,0.0,2060.0,3.0,2217,1,T,1,S,Brantcable,Alarmus
1052,2218_01,Earth,False,,15.0,False,167.0,0.0,532.0,0.0,89.0,2218,1,E,133,P,Ryanga,Beathy
1053,2222_01,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,2222,1,F,447,P,Burie,Ockies
1054,2226_01,Earth,,PSO J318.5-22,27.0,False,142.0,0.0,99.0,232.0,0.0,2226,1,G,357,P,Owerson,Garry
1055,2227_01,Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,2227,1,F,436,S,Chen,Eggers
1056,2230_01,Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,,2230,1,G,358,P,Greenez,Sonard
1057,2236_01,Earth,False,,15.0,,0.0,465.0,494.0,0.0,18.0,2236,1,E,160,S,Dicksons,Allie
1058,2240_01,Earth,True,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,2240,3,G,360,P,Fultz,Vanez
1059,2240_02,Earth,False,TRAPPIST-1e,21.0,False,12.0,555.0,0.0,0.0,882.0,2240,3,F,450,P,Fultz,Carma
1060,2240_03,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,2240,3,G,360,P,Fultz,Stene
1061,2242_01,Earth,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,2242,1,G,361,P,Potters,Kimmy
1062,2244_01,Earth,False,TRAPPIST-1e,46.0,False,0.0,0.0,969.0,1.0,0.0,2244,1,F,440,S,Burnerez,Denna
1063,2245_01,,True,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,2245,2,A,17,P,Hyling,Propent
1064,2245_02,Europa,True,TRAPPIST-1e,45.0,True,0.0,0.0,0.0,0.0,0.0,2245,2,A,17,P,Hyling,Izares
1065,2246_01,Europa,False,55 Cancri e,40.0,False,224.0,5672.0,,663.0,779.0,2246,2,C,74,P,Pippoppere,Elerops
1066,2246_02,Europa,False,TRAPPIST-1e,44.0,False,0.0,18.0,0.0,980.0,2601.0,2246,2,C,74,P,Pippoppere,Solarid
1067,2247_01,Earth,False,55 Cancri e,27.0,False,0.0,3.0,0.0,0.0,1917.0,2247,1,F,452,P,Schwardson,Estina
1068,2248_01,Earth,False,TRAPPIST-1e,55.0,False,48.0,0.0,127.0,929.0,131.0,2248,1,F,453,P,Moraleney,Walley
1069,2249_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,1606.0,0.0,0.0,2.0,2249,1,E,135,P,Hopperett,Maen
1070,2250_01,Earth,False,TRAPPIST-1e,27.0,False,76.0,0.0,1.0,27.0,865.0,2250,1,F,454,P,Powery,Genee
1071,2259_01,Europa,False,55 Cancri e,33.0,False,0.0,2333.0,0.0,106.0,896.0,2259,2,C,77,P,Tabloory,Zibah
1072,2259_02,Europa,True,55 Cancri e,35.0,False,0.0,,0.0,0.0,0.0,2259,2,C,77,P,Tabloory,Kraban
1073,2260_01,Europa,True,TRAPPIST-1e,33.0,False,0.0,,0.0,0.0,0.0,2260,1,D,67,P,Clumsty,Okulam
1074,2265_01,Earth,False,TRAPPIST-1e,34.0,False,0.0,,0.0,529.0,0.0,2265,1,F,443,S,Brownings,Ellard
1075,2271_01,Europa,False,55 Cancri e,37.0,False,567.0,32.0,0.0,1273.0,11632.0,2271,1,C,78,P,Cattyried,Nusakar
1076,2276_01,Earth,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,2276,2,G,361,S,Sosanturney,Ellena
1077,2276_02,Earth,False,TRAPPIST-1e,45.0,False,1259.0,210.0,0.0,0.0,1.0,2276,2,F,444,S,Sosanturney,Thery
1078,2283_01,Earth,False,TRAPPIST-1e,14.0,False,0.0,25.0,116.0,897.0,2.0,2283,1,F,462,P,Lambucketty,Rald
1079,2285_01,Earth,False,PSO J318.5-22,,False,0.0,20.0,36.0,0.0,788.0,2285,1,G,363,S,Workmans,Lewise
1080,2286_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,6.0,0.0,406.0,355.0,2286,1,G,368,P,Chroeders,Rickie
1081,2290_01,Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,2290,1,G,364,S,Cardners,Nelle
1082,2292_01,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,2292,1,G,366,S,Shephendery,Nichad
1083,2293_01,Mars,True,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,2293,1,F,446,S,Hacle,Cink
1084,2294_01,Europa,False,55 Cancri e,24.0,False,204.0,2322.0,874.0,0.0,252.0,2294,1,C,84,S,Reswiress,Zosmas
1085,2297_01,Earth,False,TRAPPIST-1e,23.0,False,839.0,0.0,0.0,38.0,0.0,2297,1,F,447,S,Pernard,Ruthy
1086,2304_01,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,2304,1,G,370,P,Herreras,Glenry
1087,2307_01,Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,2307,5,E,164,S,Foledges,Shalle
1088,2307_02,Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,2307,5,E,164,S,Foledges,Ninaha
1089,2307_03,Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,2307,5,E,164,S,Foledges,Robyna
1090,2307_04,Earth,False,,0.0,False,0.0,0.0,0.0,0.0,0.0,2307,5,E,164,S,Foledges,Eillis
1091,2307_05,Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,2307,5,E,164,S,Foledges,Adriet
1092,2322_01,Earth,False,TRAPPIST-1e,24.0,False,51.0,1.0,199.0,536.0,0.0,2322,1,E,165,S,Lunapperts,Therta
1093,2323_01,Earth,False,TRAPPIST-1e,32.0,,12.0,0.0,0.0,1123.0,19.0,2323,1,F,451,S,Garden,Tammyl
1094,2324_01,Earth,False,TRAPPIST-1e,43.0,False,340.0,10.0,22.0,0.0,272.0,2324,1,F,452,S,Lessonerry,Melvia
1095,2326_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,2326,1,G,374,P,Owery,Lolas
1096,2328_01,Earth,False,TRAPPIST-1e,49.0,False,9.0,146.0,207.0,688.0,2.0,2328,1,F,471,P,Farrowns,Artis
1097,2330_01,Earth,False,PSO J318.5-22,21.0,False,17.0,0.0,0.0,595.0,0.0,2330,1,F,473,P,Weaverays,Jarena
1098,2331_01,Europa,True,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,2331,1,,,,Fueling,Batenan
1099,2334_01,Earth,False,,25.0,False,877.0,0.0,0.0,37.0,0.0,2334,1,G,375,S,Holton,Evane
1100,2335_01,Earth,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,2335,1,G,376,S,,
1101,2337_01,Earth,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,2337,1,G,375,P,Pittler,Kendre
1102,2342_01,Earth,False,TRAPPIST-1e,67.0,False,0.0,1.0,3.0,788.0,15.0,2342,1,G,377,S,Potthews,Ela
1103,2343_01,Europa,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,2343,2,B,69,P,Donotaked,Okulam
1104,2343_02,Europa,False,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,2343,2,B,69,P,Donotaked,Alramak
1105,2344_01,,False,55 Cancri e,52.0,False,0.0,142.0,0.0,378.0,3209.0,2344,2,B,70,P,Belstrut,Bellus
1106,2344_02,Europa,True,55 Cancri e,14.0,False,,0.0,0.0,0.0,0.0,2344,2,B,70,P,Belstrut,Phonons
1107,2346_01,Earth,False,TRAPPIST-1e,17.0,False,817.0,0.0,0.0,0.0,0.0,2346,1,F,476,P,Mullon,Annard
